"WellCount","MeasuredEquipmentLeaks","MeasuredChemicalInjectionPumps","MeasuredTanks","HCProduced","WaterProduced","GasProduced","Wellheadpressure","Age","ProducingType","WellStruct","TotalPneumaticControllers","TotalChemicalInjectionPumps","Combuster","tracerflux","emissionsSum"
6,6,4,15,2569.53,476.35,24.81,536,1.08,"shale gas","Horizontal",18,4,"No","Yes",155.00423
1,5,5,19,2444.39,473.34,24.65,848,0.53,"Other Tight Reservoir Rock","Directional",8,6,"No","No",154.378906
3,1,1,1,1555.15,352.49,18.36,738,5.38,"Other Tight Reservoir Rock & Shale","Vertical",7,2,"No","Yes",154.2885425
7,3,0,0,0,3.3,5.25,9,1,"shale gas","Horizontal",4,4,"Yes","No",154.0589479
6,9,0,0,0,315.49,16.43,1697,6.81,"shale gas","Horizontal",12,0,"No","No",154.0589479
1,8,5,2,2166.5,515.48,26.85,1533,6.25,"Other Tight Reservoir Rock","Horizontal",19,8,"No","No",152.4937658
2,7,3,11,2712.96,445.2,23.19,503,6.57,"Other Tight Reservoir Rock","Horizontal",31,3,"Yes","Yes",152.481945
5,10,5,8,2014.98,641.59,33.42,1866,1,"shale gas","Horizontal",17,7,"No","No",152.3995763
9,6,2,16,2069.86,832.57,43.36,773,3.46,"shale gas","Directional",15,2,"No","Yes",152.0982931
5,8,5,2,1384.42,754.86,39.32,781,6.52,"shale gas","Horizontal",20,7,"No","No",151.7704035
7,8,1,11,395,421.3,35.23,265,1.74,"shale gas","Horizontal",15,4,"No","Yes",150.9057993
2,10,1,18,2535.99,807.57,42.06,481,6.1,"shale gas","Directional",16,5,"No","No",150.663099
7,7,0,0,0,416.49,21.69,1032,5.08,"shale gas","Horizontal",31,0,"Yes","Yes",150.444305
1,9,3,1,296.55,502.72,26.18,548,0.31,"shale gas","Directional",10,3,"No","Yes",149.9148088
1,6,1,6,280.39,275.61,14.35,1840,6.52,"Other Tight Reservoir Rock & Shale","Vertical",17,2,"No","Yes",149.7620061
1,9,5,20,2471.61,569.81,29.68,638,1.7,"Other Tight Reservoir Rock & Shale","Directional",20,6,"No","No",149.4157655
6,7,2,15,755.35,782.36,40.75,388,3.69,"Other Tight Reservoir Rock & Shale","Directional",30,3,"Yes","Yes",148.763615
1,2,5,12,805.89,563.93,29.37,466,0.05,"Other Tight Reservoir Rock","Vertical",9,9,"Yes","No",148.6220679
1,8,0,1,0,278.13,14.49,319,4.97,"shale gas","Horizontal",30,3,"Yes","No",148.479705
4,10,3,3,2485.89,418.38,21.79,1391,6.87,"Other Tight Reservoir Rock","Horizontal",27,6,"Yes","Yes",148.436585
1,6,4,8,1370.02,107.44,5.6,1258,0.62,"Other Tight Reservoir Rock & Shale","Horizontal",10,7,"No","No",148.1095437
3,9,0,0,0,889.11,46.31,644,5.9,"shale gas","Horizontal",32,0,"Yes","Yes",147.844675
6,5,4,11,1197.75,758.38,39.5,890,1.53,"Other Tight Reservoir Rock","Vertical",8,6,"No","No",147.3826792
2,1,1,17,679.94,343.81,17.91,1488,0.26,"Other Tight Reservoir Rock","Vertical",22,1,"No","No",147.1278347
1,0,2,0,0,16.3,1.97,159,5.9,"shale gas","Vertical",2,0,"No","No",146.9798484
1,5,2,0,0,885.21,46.1,933,6.38,"shale gas","Vertical",6,4,"No","Yes",146.9798484
5,1,2,0,2794.8,548.3,28.56,1820,4.5,"Other Tight Reservoir Rock","Vertical",22,7,"Yes","No",146.908946
7,8,0,3,919,300.26,15.64,1540,5.31,"shale gas","Horizontal",29,0,"Yes","No",146.74286
1,4,4,17,1087.12,166.77,8.69,516,6.77,"shale gas","Vertical",7,8,"No","Yes",146.1049981
3,8,6,14,1782.9,301.86,15.72,492,2.48,"shale gas","Directional",30,10,"Yes","Yes",145.890745
1,6,3,1,2406.87,860.18,44.8,1767,4.58,"Other Tight Reservoir Rock","Directional",25,3,"No","Yes",145.751334
1,9,5,6,1992.48,736.44,38.36,722,2.75,"Other Tight Reservoir Rock","Horizontal",25,6,"No","Yes",145.4712998
2,6,3,16,1462.99,333.24,17.36,1253,0.66,"Other Tight Reservoir Rock","Horizontal",16,7,"No","Yes",145.4665101
8,2,3,9,1873.1,754.57,39.3,746,5.9,"Other Tight Reservoir Rock","Vertical",13,6,"No","No",145.0344485
7,7,6,18,837.61,719.51,37.47,449,1.73,"Other Tight Reservoir Rock & Shale","Directional",30,7,"Yes","Yes",144.34937
9,4,4,17,2410.53,833.7,43.42,1804,1.79,"shale gas","Vertical",6,7,"No","Yes",144.2507354
8,1,5,18,2390.84,921.87,48.01,350,2.31,"Other Tight Reservoir Rock","Horizontal",10,7,"Yes","No",143.8420591
3,9,3,8,612.12,327.64,17.06,793,1.44,"Other Tight Reservoir Rock & Shale","Directional",10,7,"No","Yes",143.7247231
3,7,1,1,2216.99,520.38,27.1,966,4.59,"shale gas","Horizontal",8,6,"No","No",143.5781126
1,10,2,17,548.54,606.56,31.59,774,5.8,"shale gas","Horizontal",10,5,"No","No",142.3535276
6,9,3,7,996.61,749.83,39.05,295,5.01,"Other Tight Reservoir Rock & Shale","Directional",24,5,"No","No",141.952635
2,6,2,11,241.61,261.43,13.62,164,1.99,"shale gas","Directional",8,5,"No","No",141.9314555
1,3,6,8,562.62,562.03,29.27,1173,5.52,"Other Tight Reservoir Rock & Shale","Vertical",6,9,"Yes","No",141.5788949
8,0,6,5,652.2,485.93,25.31,1735,1.38,"shale gas","Horizontal",13,9,"No","No",141.2337742
3,6,4,19,2752.45,56.95,2.97,551,5.23,"Other Tight Reservoir Rock & Shale","Directional",33,5,"Yes","No",141.1938
5,7,5,2,881.54,611.94,31.87,1222,1.51,"Other Tight Reservoir Rock & Shale","Directional",29,6,"No","No",140.3720482
4,3,5,7,2667,685.61,35.71,1531,6.69,"Other Tight Reservoir Rock & Shale","Directional",8,10,"No","Yes",138.7538266
9,7,1,1,716.37,111.95,5.83,1145,5.22,"shale gas","Directional",8,4,"No","Yes",138.4621456
1,3,0,0,0,0,11.8,512,2.7,"shale gas","Horizontal",0,0,"No","No",137.2496455
1,8,0,0,0,760.25,39.6,1690,5.76,"shale gas","Horizontal",19,0,"No","No",137.2496455
4,8,5,15,2154.85,548.22,28.55,1129,2.17,"shale gas","Horizontal",9,8,"No","No",137.0306646
6,1,4,1,1607.07,107.26,5.59,938,6.63,"Other Tight Reservoir Rock","Vertical",8,8,"Yes","No",136.8464952
1,1,1,0,0,18.5,0.04,534,6.4,"shale gas","Vertical",1,0,"No","No",136.4424072
8,3,1,0,0,807.59,42.06,1401,6.08,"shale gas","Vertical",6,1,"Yes","Yes",136.4424072
3,1,4,2,0,61.1,1.7,227,2,"shale gas","Horizontal",9,9,"No","No",136.2165448
7,10,4,2,0,793.64,41.34,1932,2.09,"shale gas","Horizontal",14,3,"No","Yes",136.2165448
3,4,2,19,1909.76,667.29,34.75,556,5.45,"Other Tight Reservoir Rock","Vertical",5,4,"No","No",135.7054506
3,16,2,18,890.36,762.59,39.72,939,5.82,"shale gas","Horizontal",11,3,"No","Yes",135.1700423
6,6,0,0,0,725.25,37.77,1765,2.43,"shale gas","Horizontal",20,0,"Yes","No",134.90059
2,4,4,16,2938.49,331.95,17.29,737,5.28,"shale gas","Vertical",22,6,"No","No",134.6934007
1,3,2,2,1681.04,11.83,0.62,169,0.17,"Other Tight Reservoir Rock & Shale","Vertical",9,4,"No","Yes",134.4875754
7,5,3,12,1465.04,172.68,8.99,1596,2.37,"shale gas","Vertical",5,5,"No","No",133.6100486
6,2,1,6,651.32,787.49,41.02,1296,6.88,"shale gas","Vertical",9,3,"No","Yes",133.6100127
9,13,3,17,935.01,694.36,36.16,1484,2.47,"shale gas","Directional",16,5,"Yes","Yes",133.3704297
1,16,6,10,1307.47,271.51,14.14,1384,1.59,"Other Tight Reservoir Rock","Directional",15,6,"Yes","Yes",132.8259803
5,8,6,7,1493.85,116.42,6.06,347,5.34,"Other Tight Reservoir Rock","Directional",20,6,"No","Yes",132.4410986
1,16,3,4,1290.16,214.53,11.17,1908,6.03,"Other Tight Reservoir Rock & Shale","Directional",27,5,"No","Yes",132.393313
1,7,6,9,2061.87,924.83,48.17,1369,0.8,"shale gas","Horizontal",28,7,"No","Yes",132.0153442
6,11,0,0,0,443.45,23.1,1636,4.04,"shale gas","Horizontal",32,0,"Yes","Yes",131.579525
1,15,2,1,130.41,81.22,4.23,424,5.44,"Other Tight Reservoir Rock","Directional",15,5,"Yes","No",131.2366763
1,12,0,0,0,756.11,39.38,1803,5.77,"shale gas","Horizontal",33,0,"Yes","No",130.853745
8,9,6,4,1770.79,538.94,28.07,1013,2.61,"Other Tight Reservoir Rock","Horizontal",16,11,"No","No",129.3820265
1,15,1,11,466.57,341.14,17.77,604,2.11,"Other Tight Reservoir Rock & Shale","Directional",17,5,"No","Yes",128.4399667
9,5,4,18,1491.08,751.31,39.13,1092,5.22,"Other Tight Reservoir Rock","Vertical",23,4,"No","Yes",128.1544119
2,12,0,0,0,475.72,24.78,1473,5.06,"shale gas","Horizontal",25,1,"Yes","No",127.56249
8,11,2,11,1229.41,432.51,22.53,1068,0.97,"Other Tight Reservoir Rock","Directional",10,6,"No","No",126.3532176
1,16,6,5,0,564.99,29.43,1577,0.16,"shale gas","Horizontal",23,3,"Yes","Yes",126.317345
3,6,2,1,345.98,13.25,0.69,112,5.37,"shale gas","Vertical",18,4,"Yes","No",125.0916396
9,10,4,14,2223.36,710.85,37.02,521,0.58,"Other Tight Reservoir Rock & Shale","Horizontal",20,4,"Yes","No",125.058285
1,8,3,5,2972.46,344.11,17.92,320,5.49,"Other Tight Reservoir Rock","Directional",27,4,"Yes","Yes",124.83834
1,13,3,15,1415.13,123.62,6.44,727,5.18,"shale gas","Directional",6,4,"No","Yes",124.8090726
9,1,5,1,2650.18,275.19,14.33,1282,2.47,"shale gas","Vertical",5,5,"No","No",124.3809625
9,6,3,17,1406.61,621.27,32.36,141,3.51,"Other Tight Reservoir Rock & Shale","Horizontal",33,5,"Yes","Yes",123.970605
6,2,3,18,1644.46,94.32,4.91,798,1.99,"Other Tight Reservoir Rock & Shale","Vertical",7,5,"No","Yes",123.9410229
6,8,0,0,0,43.18,2.25,692,6.53,"shale gas","Horizontal",32,0,"Yes","Yes",123.693735
4,6,3,4,2851.85,891.5,46.43,685,0.07,"Other Tight Reservoir Rock & Shale","Vertical",5,5,"No","No",123.4838158
6,11,4,10,1526.23,435.42,22.68,1973,0.83,"shale gas","Directional",14,6,"No","Yes",123.4414012
5,4,0,0,0,41.5,5.8,433,3,"shale gas","Horizontal",3,3,"Yes","No",122.5141665
5,8,0,0,0,785.18,40.89,968,5.57,"shale gas","Horizontal",18,0,"No","Yes",122.5141665
4,11,0,0,0,235.63,12.27,1975,2.79,"shale gas","Horizontal",28,1,"Yes","Yes",122.30889
4,2,0,0,0,0,4.29,625,3,"shale gas","Horizontal",2,2,"Yes","No",121.8974328
4,8,0,0,0,823.33,42.88,842,6.79,"shale gas","Horizontal",10,0,"Yes","Yes",121.8974328
4,7,2,2,2812.79,49.26,2.57,1323,2.98,"Other Tight Reservoir Rock & Shale","Horizontal",16,5,"No","Yes",121.2801878
1,3,6,9,2354,836.19,43.55,1753,5.65,"shale gas","Vertical",12,10,"No","No",120.8253466
5,2,2,12,1700.62,323.59,16.85,1446,0.2,"Other Tight Reservoir Rock","Vertical",24,6,"No","Yes",120.3686849
8,8,0,0,0,338.43,17.63,218,3.05,"shale gas","Horizontal",35,0,"No","Yes",119.94004
9,12,2,6,759.82,272.45,14.19,860,6.91,"Other Tight Reservoir Rock","Directional",27,4,"Yes","Yes",119.24924
4,7,5,6,1734.83,517.79,26.97,917,3.44,"Other Tight Reservoir Rock & Shale","Directional",23,8,"No","Yes",118.3033524
8,15,5,19,748.92,425.94,22.18,1539,3.07,"Other Tight Reservoir Rock & Shale","Horizontal",9,8,"No","No",118.2498228
1,3,4,6,1422.26,722.52,37.63,1089,6.94,"Other Tight Reservoir Rock","Vertical",7,8,"No","Yes",117.4519381
7,11,6,5,2077.66,50.92,2.65,472,0.9,"Other Tight Reservoir Rock","Directional",14,7,"No","Yes",117.2531831
1,8,3,0,1864.2,911.22,47.46,661,6.57,"Other Tight Reservoir Rock & Shale","Directional",13,4,"No","Yes",116.3958605
5,9,0,0,950,217.54,11.33,870,5.84,"shale gas","Horizontal",34,0,"Yes","No",115.73452
5,6,6,3,2361.16,188.05,9.79,1272,4.12,"shale gas","Vertical",10,11,"No","Yes",114.9092056
2,13,6,15,1417.26,409.35,21.32,714,6.29,"shale gas","Horizontal",9,8,"No","No",114.8571539
2,14,2,8,638.74,206.44,10.75,632,3.16,"Other Tight Reservoir Rock & Shale","Directional",18,3,"No","Yes",114.2379977
4,2,1,13,2879.29,542.16,28.24,463,0.06,"Other Tight Reservoir Rock & Shale","Vertical",21,4,"Yes","Yes",114.1352359
6,3,2,8,2532.56,261.28,13.61,671,6.88,"Other Tight Reservoir Rock & Shale","Vertical",9,4,"Yes","Yes",114.0222346
8,3,3,6,2180.84,244.51,12.73,1230,4.56,"Other Tight Reservoir Rock","Vertical",9,7,"Yes","No",113.8959529
1,1,1,4,2165.92,584.97,30.47,356,0.62,"shale gas","Vertical",9,5,"Yes","No",113.4828464
8,11,0,5,32.4,919,47.86,1325,6.46,"shale gas","Horizontal",30,0,"Yes","Yes",113.461865
1,4,4,1,2905.87,94.83,4.94,577,4.41,"Other Tight Reservoir Rock","Vertical",21,5,"Yes","No",113.4248321
9,5,5,6,2555.81,226.44,11.79,1438,6.79,"shale gas","Vertical",8,10,"Yes","Yes",112.7373948
1,15,1,0,2605.04,69.14,3.6,1999,5.3,"Other Tight Reservoir Rock","Directional",23,1,"Yes","No",112.323724
1,12,2,15,1446.88,173.85,9.05,1576,6.02,"Other Tight Reservoir Rock & Shale","Horizontal",28,4,"Yes","No",111.81082
6,7,5,5,2175.72,776.86,40.46,901,1.91,"Other Tight Reservoir Rock","Horizontal",27,10,"Yes","Yes",111.00276
2,8,0,1,0,926.28,48.24,1759,0.21,"shale gas","Horizontal",24,1,"Yes","Yes",110.64108
3,1,0,1,0,111,5.51,512,2.7,"shale gas","Horizontal",2,0,"No","No",110.2984031
3,15,0,1,0,864.84,45.04,1155,2.61,"shale gas","Horizontal",13,1,"Yes","Yes",110.2984031
8,7,1,13,2127.25,861.55,44.87,1027,0.15,"Other Tight Reservoir Rock","Directional",14,3,"Yes","No",110.0413108
2,7,6,2,2866.43,26.01,1.35,1045,5.22,"Other Tight Reservoir Rock","Horizontal",10,8,"Yes","No",109.7608929
8,13,6,15,500.44,218.33,11.37,1312,6.96,"shale gas","Directional",14,7,"Yes","Yes",109.5944189
3,14,5,10,2236.16,881.5,45.91,1358,4.71,"shale gas","Horizontal",29,9,"Yes","Yes",109.2665449
4,12,1,1,2119.61,806.75,42.02,147,2.17,"Other Tight Reservoir Rock","Directional",12,3,"Yes","No",109.1345077
6,8,1,14,673.05,525.78,27.38,1642,6.28,"Other Tight Reservoir Rock & Shale","Directional",11,1,"Yes","Yes",108.3372459
4,15,2,17,1705.81,455.34,23.72,853,6.88,"Other Tight Reservoir Rock & Shale","Directional",20,6,"Yes","Yes",106.8328798
1,15,1,16,1288.72,847.53,44.14,1880,1.29,"shale gas","Horizontal",10,5,"Yes","No",106.7048301
3,2,2,10,2551.9,707.54,36.85,1455,3.43,"shale gas","Vertical",6,6,"Yes","Yes",106.4188857
3,0,0,0,0,3,11.28,512,2.7,"shale gas","Horizontal",6,0,"No","No",106.2958116
2,7,0,0,0,41.79,2.18,1059,4.98,"shale gas","Horizontal",18,3,"Yes","Yes",106.2958116
3,13,5,18,99.77,5.45,0.28,1159,5.49,"shale gas","Horizontal",35,9,"Yes","Yes",106.1459218
4,7,4,16,262.73,258.17,13.45,1077,4.62,"Other Tight Reservoir Rock","Horizontal",20,8,"Yes","Yes",106.0012355
9,1,4,3,1005.8,727.3,37.88,262,2.64,"Other Tight Reservoir Rock & Shale","Vertical",8,5,"Yes","Yes",105.793384
1,0,0,0,2950,249,4.22,1268,0.6,"shale gas","Horizontal",26,0,"No","No",105.3022828
9,15,0,0,2950,509.42,26.53,1061,0.85,"shale gas","Horizontal",33,0,"Yes","No",105.3022828
1,4,3,1,647.65,231.4,12.05,591,4.98,"shale gas","Vertical",5,5,"Yes","No",104.4206833
4,4,6,4,2733.58,273.12,14.23,1143,2.29,"Other Tight Reservoir Rock & Shale","Vertical",10,6,"Yes","Yes",104.0793305
6,4,1,15,2864.58,867.82,45.2,377,0.91,"Other Tight Reservoir Rock","Vertical",6,5,"Yes","Yes",104.0311208
1,1,2,0,0,15.1,0.92,510,7.1,"shale gas","Vertical",2,0,"No","No",103.3825452
2,2,2,0,0,127.03,6.62,1491,5.64,"shale gas","Vertical",9,3,"No","No",103.3825452
2,5,6,14,2250.78,256.26,13.35,316,6.46,"shale gas","Vertical",7,7,"Yes","Yes",103.2528118
4,9,6,6,2911.35,149.05,7.76,1597,2.14,"Other Tight Reservoir Rock & Shale","Horizontal",31,6,"Yes","No",103.2337774
5,4,6,1,1773.01,117.21,6.1,1369,0.61,"shale gas","Vertical",17,8,"Yes","Yes",103.1655613
5,2,5,5,2771.84,524.91,27.34,1879,5.91,"Other Tight Reservoir Rock & Shale","Vertical",6,7,"Yes","Yes",103.0012259
8,14,2,16,757.24,798.64,41.6,479,3.41,"shale gas","Horizontal",28,4,"Yes","No",102.9868605
4,5,3,8,2612.02,602.37,31.37,419,6.43,"shale gas","Vertical",8,7,"Yes","No",101.8970304
5,3,1,14,1907.54,351.76,18.32,1089,6.82,"shale gas","Vertical",9,5,"Yes","Yes",101.4345749
5,7,2,11,2839.19,158.35,8.25,1305,5.2,"Other Tight Reservoir Rock","Horizontal",25,7,"Yes","No",101.2057886
4,12,1,16,599.54,758.1,39.48,1331,2.47,"Other Tight Reservoir Rock & Shale","Directional",31,5,"No","Yes",100.9288936
7,10,4,6,2590.66,15.64,0.81,855,1.45,"Other Tight Reservoir Rock","Directional",33,5,"Yes","Yes",100.9038204
4,0,0,0,0,0,0.43,0,4,"shale gas","Horizontal",2,0,"No","No",100.2151942
3,16,0,0,0,615.67,32.07,154,6.54,"shale gas","Horizontal",22,1,"Yes","No",100.2151942
6,2,3,6,2068.22,291.34,15.17,1918,2.76,"Other Tight Reservoir Rock","Vertical",10,3,"Yes","Yes",99.96634208
6,2,1,17,604.81,433.3,22.57,663,0.25,"Other Tight Reservoir Rock","Vertical",5,2,"Yes","No",99.66090272
1,5,1,11,2176.34,355.63,18.52,1951,5.77,"shale gas","Vertical",9,5,"Yes","No",98.82159887
4,14,6,10,1794.5,605.57,31.54,1139,3.51,"Other Tight Reservoir Rock & Shale","Horizontal",28,7,"Yes","Yes",98.46570355
3,0,3,0,0,443,14.57,865,1,"shale gas","Horizontal",1,0,"No","No",98.1334662
1,8,3,0,0,262.41,13.67,1753,4.93,"shale gas","Horizontal",33,0,"Yes","Yes",98.1334662
8,5,2,10,491.69,518.41,27,470,6.56,"Other Tight Reservoir Rock & Shale","Vertical",8,4,"Yes","Yes",98.04260125
3,5,1,18,2334.69,388.02,20.21,177,1.49,"Other Tight Reservoir Rock & Shale","Vertical",8,3,"Yes","No",97.14010059
6,5,4,16,1322.24,825.81,43.01,504,2.49,"Other Tight Reservoir Rock","Vertical",9,7,"Yes","No",96.73718505
1,2,4,0,1381.96,258.96,13.49,1430,1.63,"Other Tight Reservoir Rock","Vertical",20,8,"Yes","Yes",96.7094155
4,4,1,13,284.51,482.41,25.13,645,6.22,"Other Tight Reservoir Rock & Shale","Vertical",7,2,"Yes","Yes",96.36215545
2,8,3,9,2652.13,509.67,26.55,1622,4.75,"shale gas","Directional",27,4,"No","No",96.13237095
6,12,5,2,0,846.07,44.07,721,4.43,"shale gas","Horizontal",22,5,"Yes","No",96.094812
6,8,4,3,1079.91,273.8,14.26,725,1.01,"shale gas","Directional",35,8,"Yes","No",95.37198391
4,12,2,7,1025.8,254.29,13.24,566,6.23,"Other Tight Reservoir Rock","Directional",35,3,"No","Yes",94.22266651
2,1,1,4,2513.92,502.85,26.19,1926,3.35,"shale gas","Vertical",12,2,"Yes","Yes",93.30275196
8,1,4,19,963.81,412.26,21.47,1859,4.51,"Other Tight Reservoir Rock","Vertical",9,7,"No","Yes",92.21917909
2,8,5,12,1175.77,550.65,28.68,1491,1.39,"Other Tight Reservoir Rock & Shale","Directional",31,9,"Yes","No",90.43042003
2,2,0,0,0,43.3,1.39,826,0.5,"shale gas","Horizontal",2,2,"No","No",89.82832375
9,15,0,0,0,316.56,16.49,625,0.56,"shale gas","Horizontal",32,0,"No","Yes",89.82832375
7,2,4,14,2170.36,158.98,8.28,1632,4.01,"Other Tight Reservoir Rock","Vertical",9,6,"Yes","No",89.72613414
4,7,4,17,318.45,406.67,21.18,1528,1.97,"Other Tight Reservoir Rock","Directional",34,8,"Yes","Yes",88.86428067
6,6,6,11,346.79,145.38,7.57,1388,4.14,"Other Tight Reservoir Rock","Vertical",6,8,"Yes","Yes",88.40144852
8,7,3,4,2470.21,535.33,27.88,237,0.25,"Other Tight Reservoir Rock & Shale","Horizontal",20,5,"Yes","Yes",88.38503933
1,6,4,18,279.28,762.15,39.7,746,1.42,"Other Tight Reservoir Rock & Shale","Vertical",6,8,"Yes","No",88.31064891
7,6,1,4,1602.61,375.81,19.57,369,1.37,"Other Tight Reservoir Rock & Shale","Directional",26,5,"Yes","Yes",87.98824964
2,9,3,10,1364.13,1342.44,69.92,264,2.49,"shale gas","Horizontal",25,6,"Yes","No",87.97125953
8,7,2,17,1453.03,593.74,30.92,1505,2.89,"shale gas","Directional",26,2,"Yes","No",87.86533855
3,10,3,1,389.37,1304.54,67.94,616,6.27,"Other Tight Reservoir Rock","Directional",29,4,"No","Yes",87.61089651
4,5,1,8,2090.73,664.55,34.61,1884,0.49,"Other Tight Reservoir Rock","Vertical",10,1,"Yes","Yes",87.53036567
1,3,2,3,608.68,843.04,43.91,530,3.52,"shale gas","Vertical",17,7,"Yes","Yes",86.91190195
4,4,1,1,219.54,789.37,41.11,1825,3.83,"shale gas","Vertical",7,2,"Yes","Yes",86.32530676
4,1,0,0,0,63,14.37,512,1.5,"shale gas","Horizontal",8,0,"No","No",86.07168075
8,1,0,0,0,543.88,28.33,438,4.99,"shale gas","Vertical",6,5,"Yes","No",86.07168075
5,9,4,12,1322.33,835.44,43.51,1340,4.29,"Other Tight Reservoir Rock & Shale","Directional",32,7,"Yes","Yes",85.98121846
1,8,6,20,201.97,739.21,38.5,549,1.24,"Other Tight Reservoir Rock & Shale","Horizontal",20,10,"Yes","Yes",85.90021759
1,15,6,4,609.48,807.32,42.05,1851,0.4,"Other Tight Reservoir Rock","Horizontal",30,8,"Yes","Yes",85.56143756
5,11,1,16,2627.76,256.76,13.37,1598,4.97,"Other Tight Reservoir Rock & Shale","Directional",31,4,"Yes","No",84.96376438
3,3,4,11,79.1,247.52,12.89,712,0.66,"shale gas","Vertical",9,5,"Yes","Yes",84.91970988
8,14,4,1,2255.2,738.99,38.49,1428,5.38,"shale gas","Directional",34,5,"Yes","No",84.52881503
3,15,6,5,2213.22,671.89,34.99,1106,4.99,"shale gas","Horizontal",32,10,"Yes","Yes",84.13813727
5,13,6,6,1807.79,664.45,34.61,678,6.22,"Other Tight Reservoir Rock","Directional",31,10,"Yes","Yes",83.93097383
1,0,0,0,0,90,1.73,512,0.5,"shale gas","Horizontal",0,0,"No","No",82.8139675
6,5,2,6,2713.32,630.91,32.86,615,4.51,"Other Tight Reservoir Rock & Shale","Vertical",7,6,"Yes","Yes",82.52942506
6,3,4,14,2590.95,902.65,47.01,1316,6.89,"Other Tight Reservoir Rock","Vertical",6,6,"Yes","No",82.30128242
1,3,3,20,2944.06,385.39,20.07,346,4.38,"shale gas","Vertical",23,5,"Yes","Yes",82.21852436
4,2,3,2,2886.15,675.91,35.2,427,5.52,"shale gas","Vertical",9,5,"Yes","Yes",81.78926102
2,6,0,5,32.4,122,0.91,100,1.1,"shale gas","Horizontal",12,0,"Yes","Yes",81.62940555
11,8,6,5,0,212,3.15,689,2,"shale gas","Horizontal",9,9,"No","No",80.38911375
7,5,5,1,2136.72,134.93,7.03,922,3.79,"shale gas","Vertical",23,9,"Yes","No",80.05475869
1,2,1,14,2355.78,206.21,10.74,978,5.81,"Other Tight Reservoir Rock & Shale","Vertical",5,5,"Yes","No",79.38196453
6,2,4,13,49.95,630.9,32.86,1599,5.99,"Other Tight Reservoir Rock & Shale","Vertical",5,9,"Yes","No",78.59467215
1,6,1,5,864.85,332.8,17.33,813,3.54,"Other Tight Reservoir Rock","Vertical",8,2,"Yes","Yes",77.60432658
6,2,2,4,784,108.43,5.65,264,4.94,"shale gas","Vertical",23,4,"Yes","Yes",77.00910008
3,1,0,1,0,7,19.41,512,1.8,"shale gas","Horizontal",6,0,"No","No",76.7538662
6,2,5,10,2244.35,245.66,12.79,1844,5.43,"Other Tight Reservoir Rock & Shale","Vertical",5,5,"Yes","Yes",75.11633531
5,2,0,0,0,0.75,0.21,70,3,"shale gas","Horizontal",2,0,"No","No",72.86958525
3,16,0,0,0,341.42,17.78,820,0.1,"shale gas","Horizontal",33,1,"Yes","Yes",72.86958525
2,8,4,5,1814.77,209.9,10.93,1350,3.03,"shale gas","Horizontal",29,7,"Yes","Yes",72.81580856
3,3,2,0,0,12,5.99,1369,1.1,"shale gas","Horizontal",6,0,"No","No",72.73914725
3,11,2,0,0,50.73,2.64,1990,6.71,"shale gas","Horizontal",21,0,"Yes","Yes",72.73914725
9,16,4,18,2364.45,765.95,39.89,1574,5.83,"shale gas","Horizontal",31,6,"Yes","No",72.19981197
3,3,2,10,1882.7,412.05,21.46,236,0.28,"shale gas","Vertical",8,3,"Yes","No",71.88072914
2,4,4,3,2856.46,184.52,9.61,917,3.07,"shale gas","Vertical",9,4,"Yes","Yes",71.19080177
1,1,4,13,2175.64,29.55,1.54,566,0.63,"Other Tight Reservoir Rock","Vertical",9,5,"Yes","No",70.16283142
5,4,2,3,1936.28,658.68,34.31,1261,6.26,"Other Tight Reservoir Rock & Shale","Vertical",15,3,"Yes","No",70.01074421
2,6,3,16,1161.66,556.12,28.96,509,5.35,"Other Tight Reservoir Rock & Shale","Vertical",15,7,"Yes","No",68.63509461
8,11,3,2,0,548.41,28.56,1456,2.48,"shale gas","Horizontal",33,5,"Yes","No",68.49470265
1,16,5,11,2429.41,281.16,14.64,986,0.26,"Other Tight Reservoir Rock","Horizontal",26,5,"Yes","No",68.16828711
1,1,3,16,2014.15,451.45,23.51,1230,4.96,"Other Tight Reservoir Rock","Vertical",9,6,"Yes","No",68.03241
6,4,0,0,1160,390,3.27,147,1,"shale gas","Horizontal",32,0,"Yes","No",67.65275825
8,12,0,0,1160,236.17,12.3,1948,3.67,"shale gas","Horizontal",34,0,"Yes","Yes",67.65275825
8,16,2,2,279.29,20.24,1.05,357,4.83,"shale gas","Horizontal",32,3,"Yes","No",67.20272653
9,13,6,15,2852.36,14.57,0.76,924,3.3,"Other Tight Reservoir Rock & Shale","Horizontal",33,8,"Yes","Yes",66.51931347
3,0,0,0,0,0,33.15,992,0.3,"shale gas","Horizontal",6,0,"No","No",65.55278455
3,11,0,0,0,650.33,33.87,921,4.34,"shale gas","Horizontal",22,0,"Yes","No",65.55278455
7,5,6,16,583.23,386.88,20.15,399,6.75,"Other Tight Reservoir Rock","Vertical",5,6,"Yes","No",65.48738279
6,6,3,14,1198.57,421.03,21.93,255,2.03,"shale gas","Vertical",17,7,"Yes","No",64.55301292
2,1,0,0,0,41.3,4.53,827,0.5,"shale gas","Horizontal",2,2,"No","No",64.2109116
8,14,0,0,0,528.27,27.51,120,2.57,"shale gas","Horizontal",35,0,"Yes","Yes",64.2109116
